user_id,item_id,user_idx,item_idx
338,484,337,475
7,481,6,472
314,282,313,279
382,531,381,522
234,136,233,133
290,193,289,190
280,95,279,94
291,496,290,487
279,265,278,262
210,50,209,49
293,479,292,470
43,252,42,249
303,219,302,216
151,83,150,82
88,301,87,298
325,185,324,182
334,311,333,308
268,244,267,241
374,200,373,197
174,248,173,245
181,682,180,668
262,949,261,922
8,144,7,141
5,100,4,99
70,298,69,295
7,385,6,381
279,820,278,802
350,340,349,336
393,1219,392,1176
374,735,373,721
23,427,22,422
387,447,386,438
13,154,12,151
87,239,86,236
251,612,250,599
119,174,118,171
128,568,127,558
22,550,21,540
16,654,15,641
361,709,360,695
189,225,188,222
135,185,134,182
151,411,150,407
389,613,388,600
236,546,235,536
264,216,263,213
7,667,6,654
350,657,349,644
160,484,159,475
7,210,6,207
357,235,356,232
38,1,37,0
311,946,310,919
257,100,256,99
295,162,294,159
222,144,221,141
60,218,59,215
312,485,311,476
157,137,156,134
327,153,326,150
7,498,6,489
10,99,9,98
70,1065,69,1035
332,291,331,288
322,92,321,91
44,148,43,145
312,483,311,474
20,742,19,728
145,684,144,670
310,740,309,726
311,1093,310,1059
13,601,12,588
60,420,59,416
11,100,10,99
389,160,388,157
10,194,9,191
269,98,268,97
313,657,312,644
167,133,166,130
50,9,49,8
373,357,372,353
95,660,94,647
380,313,379,310
257,531,256,522
1,248,0,245
267,22,266,21
131,19,130,18
180,156,179,153
60,163,59,160
367,774,366,760
213,97,212,96
373,520,372,511
152,699,151,685
299,462,298,453
200,231,199,228
174,28,173,27
313,97,312,96
271,318,270,314
271,44,270,43
372,183,371,180
109,356,108,352
392,178,391,175
118,184,117,181
1,208,0,205
10,588,9,578
250,92,249,91
189,275,188,272
122,175,121,172
1,128,0,125
188,79,187,78
276,418,275,414
301,519,300,510
276,340,275,336
186,117,185,114
364,1048,363,1018
342,95,341,94
357,258,356,255
269,531,268,522
87,7,86,6
128,1,127,0
366,447,365,438
187,747,186,733
13,705,12,691
239,516,238,507
379,554,378,544
360,237,359,234
77,523,76,514
194,161,193,158
343,303,342,300
6,466,5,457
96,1,95,0
295,164,294,161
145,273,144,270
328,726,327,712
122,187,121,184
368,551,367,541
389,204,388,201
296,750,295,736
296,484,295,475
151,172,150,169
230,739,229,725
58,654,57,641
249,137,248,134
276,436,275,431
92,214,91,211
158,50,157,49
62,697,61,683
198,318,197,314
295,450,294,441
334,961,333,933
51,64,50,63
374,1011,373,981
352,96,351,95
115,642,114,629
75,952,74,925
314,597,313,586
120,924,119,897
7,183,6,180
373,278,372,275
178,117,177,114
287,461,286,452
348,294,347,291
54,748,53,734
343,228,342,225
95,385,94,381
283,709,282,695
291,156,290,153
339,11,338,10
94,68,93,67
324,1094,323,1060
286,1194,285,1152
42,418,41,414
59,131,58,128
312,489,311,480
327,710,326,696
137,472,136,463
323,467,322,458
332,449,331,440
279,228,278,225
113,508,112,499
197,89,196,88
164,331,163,327
250,71,249,70
337,371,336,367
393,471,392,462
198,193,197,190
222,357,221,353
303,294,302,291
52,531,51,522
88,315,87,311
178,98,177,97
200,208,199,205
387,1007,386,977
151,732,150,718
387,224,386,221
325,614,324,601
7,101,6,100
263,143,262,140
125,136,124,133
342,58,341,57
290,498,289,489
299,936,298,909
334,1524,333,1384
316,64,315,63
226,9,225,8
249,98,248,97
135,504,134,495
293,474,292,465
305,511,304,502
301,215,300,212
234,170,233,167
200,373,199,369
60,61,59,60
224,392,223,388
7,504,6,495
208,428,207,423
160,32,159,31
294,742,293,728
42,1044,41,1014
378,155,377,152
322,521,321,512
303,232,302,229
295,602,294,589
295,98,294,97
70,588,69,578
7,136,6,133
360,735,359,721
303,276,302,273
314,155,313,152
276,649,275,636
389,28,388,27
295,157,294,154
118,655,117,642
276,4,275,3
250,969,249,941
292,1010,291,980
228,313,227,310
12,684,11,670
182,423,181,419
339,479,338,470
374,182,373,179
263,125,262,122
16,160,15,157
76,197,75,194
334,1133,333,1098
52,15,51,14
117,1016,116,986
141,546,140,536
375,356,374,352
344,195,343,192
334,200,333,197
200,584,199,574
311,491,310,482
219,132,218,129
363,2,362,1
342,189,341,186
210,735,209,721
92,159,91,156
328,291,327,288
374,880,373,857
283,659,282,646
117,742,116,728
97,432,96,427
334,608,333,595
13,100,12,99
144,1286,143,1231
102,98,101,97
163,98,162,97
293,71,292,70
270,716,269,702
121,137,120,134
13,71,12,70
145,302,144,299
303,396,302,392
303,122,302,119
59,45,58,44
295,812,294,794
164,300,163,297
43,966,42,938
378,508,377,499
91,327,90,323
213,357,212,353
64,64,63,63
43,210,42,207
44,1058,43,1028
356,748,355,734
295,1133,294,1098
162,544,161,535
125,498,124,489
254,429,253,424
256,2,255,1
332,218,331,215
130,1208,129,1166
184,582,183,572
283,238,282,235
214,856,213,836
380,427,379,422
379,8,378,7
286,55,285,54
235,523,234,514
72,423,71,419
301,470,300,461
190,405,189,401
75,1150,74,1114
343,727,342,713
267,433,266,428
328,22,327,21
347,239,346,236
249,39,248,38
293,480,292,471
227,116,226,113
279,290,278,287
393,126,392,123
342,657,341,644
340,181,339,178
259,108,258,105
85,318,84,314
343,191,342,188
235,237,234,234
313,650,312,637
216,7,215,6
139,127,138,124
312,584,311,574
288,276,287,273
110,77,109,76
130,94,129,93
48,423,47,419
200,196,199,193
16,99,15,98
75,100,74,99
59,823,58,805
95,151,94,148
19,310,18,307
332,728,331,714
1,242,0,239
235,174,234,171
253,117,252,114
285,313,284,310
25,238,24,235
33,292,32,289
130,508,129,499
262,778,261,763
90,692,89,678
150,93,149,92
263,205,262,202
164,118,163,115
128,686,127,672
276,420,275,416
62,475,61,466
146,313,145,310
267,642,266,629
276,404,275,400
22,393,21,389
7,435,6,430
303,568,302,558
65,239,64,236
292,654,291,641
394,67,393,66
291,48,290,47
389,124,388,121
313,203,312,200
385,340,384,336
43,405,42,401
64,238,63,235
225,172,224,169
292,173,291,170
57,411,56,407
221,272,220,269
169,127,168,124
385,474,384,465
196,25,195,24
307,746,306,732
207,520,206,511
321,514,320,505
339,175,338,172
85,211,84,208
131,286,130,283
204,1022,203,992
16,479,15,470
10,447,9,438
151,414,150,410
222,527,221,518
60,88,59,87
10,418,9,414
360,197,359,194
316,190,315,187
394,42,393,41
18,660,17,647
130,833,129,814
92,238,91,235
224,282,223,279
172,582,171,572
253,806,252,788
244,294,243,291
7,636,6,623
177,1067,176,1037
343,163,342,160
308,705,307,691
323,180,322,177
317,328,316,324
279,433,278,428
178,454,177,445
122,737,121,723
296,22,295,21
191,86,190,85
264,168,263,165
99,69,98,68
314,218,313,215
294,355,293,351
381,378,380,374
7,431,6,426
149,896,148,873
387,1019,386,989
128,425,127,420
324,754,323,740
258,751,257,737
108,515,107,506
94,921,93,894
208,524,207,515
189,294,188,291
274,478,273,469
95,64,94,63
392,333,391,329
183,720,182,706
385,661,384,648
392,302,391,299
372,672,371,659
59,825,58,807
222,239,221,236
374,223,373,220
173,242,172,239
280,102,279,101
60,511,59,502
354,497,353,488
320,188,319,185
325,510,324,501
145,7,144,6
363,591,362,581
269,175,268,172
268,182,267,179
51,496,50,487
263,95,262,94
90,367,89,363
330,549,329,539
7,483,6,474
210,65,209,64
120,405,119,401
130,66,129,65
291,588,290,578
314,5,313,4
70,128,69,125
216,4,215,3
341,1527,340,1387
343,724,342,710
85,464,84,455
230,1192,229,1150
315,285,314,282
292,111,291,108
119,24,118,23
299,509,298,500
117,307,116,304
342,655,341,642
7,461,6,452
308,70,307,69
157,1,156,0
42,736,41,722
277,15,276,14
232,191,231,188
144,96,143,95
279,652,278,639
363,114,362,111
165,181,164,178
67,472,66,463
109,94,108,93
60,673,59,660
37,161,36,158
295,7,294,6
187,86,186,85
145,39,144,38
127,449,126,440
330,570,329,560
174,845,173,826
279,105,278,102
378,447,377,438
307,81,306,80
383,505,382,496
70,48,69,47
320,554,319,544
246,236,245,233
263,144,262,141
303,1012,302,982
219,114,218,111
291,1188,290,1146
276,302,275,299
130,669,129,656
94,390,93,386
373,228,372,225
94,100,93,99
7,7,6,6
118,474,117,465
105,286,104,283
3,348,2,344
235,213,234,210
377,288,376,285
296,504,295,495
257,462,256,453
398,514,397,505
329,303,328,300
346,31,345,30
288,50,287,49
56,815,55,797
18,955,17,928
204,297,203,294
11,291,10,288
54,258,53,255
308,633,307,620
290,118,289,115
174,268,173,265
94,82,93,81
308,12,307,11
30,28,29,27
389,429,388,424
92,215,91,212
293,504,292,495
294,79,293,78
186,225,185,222
254,199,253,196
378,148,377,145
312,496,311,487
127,288,126,285
311,592,310,582
43,98,42,97
54,260,53,257
389,845,388,826
301,66,300,65
387,773,386,759
292,79,291,78
234,91,233,90
318,137,317,134
80,208,79,205
308,5,307,4
151,79,150,78
387,198,386,195
360,302,359,299
357,125,356,122
85,89,84,88
390,989,389,959
109,1014,108,984
1,193,0,190
128,118,127,115
298,69,297,68
15,9,14,8
264,382,263,378
135,183,134,180
90,79,89,78
342,108,341,105
340,205,339,202
303,739,302,725
7,484,6,475
354,1007,353,977
385,153,384,150
145,713,144,699
327,196,326,193
25,50,24,49
87,87,86,86
7,550,6,540
222,196,221,193
276,1240,275,1195
286,168,285,165
360,28,359,27
312,443,311,434
246,547,245,537
397,7,396,6
8,568,7,558
339,188,338,185
387,201,386,198
42,183,41,180
276,403,275,399
175,183,174,180
307,153,306,150
311,193,310,190
95,404,94,400
288,69,287,68
50,123,49,120
315,127,314,124
259,357,258,353
79,7,78,6
303,735,302,721
66,280,65,277
346,742,345,728
165,651,164,638
336,1057,335,1027
274,208,273,205
351,984,350,955
188,56,187,55
145,348,144,344
126,302,125,299
261,359,260,355
284,887,283,864
83,63,82,62
303,742,302,728
306,13,305,12
373,747,372,733
362,312,361,309
360,283,359,280
174,1028,173,998
280,5,279,4
60,523,59,514
279,998,278,968
102,208,101,205
390,124,389,121
92,961,91,933
121,428,120,423
295,82,294,81
73,180,72,177
101,121,100,118
291,66,290,65
339,632,338,619
398,181,397,178
303,184,302,181
339,631,338,618
244,204,243,201
45,100,44,99
315,603,314,590
233,82,232,81
264,183,263,180
303,237,302,234
316,357,315,353
91,230,90,227
117,109,116,106
289,1016,288,986
60,132,59,129
13,345,12,341
361,183,360,180
333,88,332,87
21,875,20,852
309,938,308,911
243,286,242,283
144,193,143,190
115,32,114,31
250,223,249,220
186,988,185,958
347,829,346,811
308,25,307,24
130,742,129,728
299,333,298,329
54,741,53,727
130,39,129,38
315,100,314,99
243,268,242,265
296,923,295,896
84,148,83,145
158,286,157,283
48,511,47,502
87,25,86,24
382,474,381,465
141,281,140,278
178,187,177,184
90,14,89,13
87,705,86,691
207,568,206,558
270,1148,269,1112
252,275,251,272
371,237,370,234
318,158,317,155
148,509,147,500
87,64,86,63
396,841,395,822
48,306,47,303
387,183,386,180
325,193,324,190
90,903,89,879
274,476,273,467
152,67,151,66
285,902,284,878
18,193,17,190
144,181,143,178
14,603,13,590
327,659,326,646
312,659,311,646
326,233,325,230
7,154,6,151
292,83,291,82
231,846,230,827
360,79,359,78
88,261,87,258
182,471,181,462
186,31,185,30
64,9,63,8
381,129,380,126
276,307,275,304
372,148,371,145
369,271,368,268
270,714,269,700
94,685,93,671
311,1,310,0
85,234,84,231
94,170,93,167
192,340,191,336
56,433,55,428
313,515,312,506
72,127,71,124
401,486,400,477
94,650,93,637
396,291,395,288
166,300,165,297
398,69,397,68
24,286,23,283
321,213,320,210
275,222,274,219
72,177,71,174
271,356,270,352
188,717,187,703
94,458,93,449
62,508,61,499
373,204,372,201
181,25,180,24
357,118,356,115
124,96,123,95
276,203,275,200
222,746,221,732
338,945,337,918
283,210,282,207
8,56,7,55
305,530,304,521
11,663,10,650
255,833,254,814
194,44,193,43
389,656,388,643
91,322,90,318
330,72,329,71
64,1141,63,1106
87,63,86,62
130,496,129,487
269,276,268,273
237,423,236,419
385,1353,384,1269
357,326,356,322
299,482,298,473
319,302,318,299
313,527,312,518
248,11,247,10
269,525,268,516
382,290,381,287
210,185,209,182
102,510,101,501
254,951,253,924
339,240,338,237
383,464,382,455
279,319,278,315
14,9,13,8
330,47,329,46
92,96,91,95
87,566,86,556
90,1125,89,1090
69,150,68,147
356,328,355,324
363,1485,362,1359
119,199,118,196
18,169,17,166
396,148,395,145
148,116,147,113
373,58,372,57
292,56,291,55
197,750,196,736
374,824,373,806
393,683,392,669
351,538,350,529
308,177,307,174
144,471,143,462
332,928,331,901
60,492,59,483
244,1039,243,1009
251,12,250,11
11,733,10,719
44,5,43,4
94,684,93,670
256,846,255,827
73,89,72,88
393,763,392,749
159,220,158,217
339,65,338,64
130,729,129,715
274,742,273,728
301,154,300,151
293,151,292,148
128,494,127,485
339,25,338,24
90,471,89,462
185,28,184,27
339,181,338,178
222,288,221,285
63,300,62,297
154,640,153,627
38,118,37,115
25,8,24,7
178,739,177,725
6,483,5,474
276,168,275,165
393,651,392,638
62,318,61,314
292,423,291,419
373,506,372,497
18,170,17,167
158,403,157,399
244,196,243,193
303,792,302,775
37,22,36,21
327,200,326,197
222,9,221,8
69,100,68,99
268,474,267,465
293,92,292,91
82,657,81,644
117,98,116,97
233,276,232,273
159,471,158,462
244,1074,243,1044
25,169,24,166
296,56,295,55
107,269,106,266
13,501,12,492
95,683,94,669
216,108,215,105
115,443,114,434
354,285,353,282
95,366,94,362
347,82,346,81
312,275,311,272
373,729,372,715
7,185,6,182
361,97,360,96
244,181,243,178
318,162,317,159
200,560,199,550
45,237,44,234
225,418,224,414
60,613,59,600
271,141,270,138
259,200,258,197
119,1202,118,1160
279,1052,278,1022
312,8,311,7
92,663,91,650
128,14,127,13
67,7,66,6
16,603,15,590
87,97,86,96
393,62,392,61
58,64,57,63
308,160,307,157
200,391,199,387
271,744,270,730
266,124,265,121
336,276,335,273
316,283,315,280
15,458,14,449
246,470,245,461
379,443,378,434
351,1105,350,1070
203,24,202,23
145,327,144,323
379,192,378,189
24,258,23,255
251,172,250,169
267,475,266,466
46,151,45,148
292,285,291,282
276,209,275,206
27,121,26,118
402,257,401,254
301,756,300,742
7,562,6,552
320,159,319,156
373,210,372,207
201,57,200,56
387,844,386,825
59,490,58,481
249,479,248,470
280,1313,279,1251
12,28,11,27
60,180,59,177
267,943,266,916
354,61,353,60
72,480,71,471
7,191,6,188
244,886,243,863
293,443,292,434
388,816,387,798
216,93,215,92
210,257,209,254
269,475,268,466
336,49,335,48
263,215,262,212
332,204,331,201
366,185,365,182
268,169,267,166
223,22,222,21
156,180,155,177
239,8,238,7
7,683,6,669
345,443,344,434
2,257,1,254
164,619,163,606
72,100,71,99
267,204,266,201
276,315,275,311
314,763,313,749
56,195,55,192
311,183,310,180
267,479,266,470
46,181,45,178
43,705,42,691
64,367,63,363
164,181,163,178
296,274,295,271
301,849,300,830
1,236,0,233
197,127,196,124
62,213,61,210
389,507,388,498
387,501,386,492
338,663,337,650
24,318,23,314
7,399,6,395
29,98,28,97
264,745,263,731
335,269,334,266
244,475,243,466
343,306,342,303
384,272,383,269
378,396,377,392
137,249,136,246
92,46,91,45
101,24,100,23
321,736,320,722
77,52,76,51
262,318,261,314
312,615,311,602
393,275,392,272
268,246,267,243
200,2,199,1
277,628,276,615
240,289,239,286
48,170,47,167
338,133,337,130
315,180,314,177
393,142,392,139
33,333,32,329
82,479,81,470
187,275,186,272
387,1012,386,982
327,514,326,505
373,487,372,478
295,241,294,238
94,410,93,406
343,458,342,449
346,76,345,75
10,160,9,157
375,684,374,670
158,244,157,241
235,190,234,187
213,200,212,197
222,268,221,265
25,13,24,12
42,79,41,78
255,405,254,401
299,1119,298,1084
263,177,262,174
342,204,341,201
47,302,46,299
72,581,71,571
213,475,212,466
192,1405,191,1304
339,23,338,22
144,32,143,31
42,234,41,231
224,662,223,649
374,159,373,156
339,126,338,123
334,514,333,505
379,164,378,161
109,196,108,193
320,742,319,728
152,51,151,50
18,509,17,500
312,170,311,167
2,316,1,312
4,294,3,291
212,286,211,283
48,427,47,422
90,614,89,601
29,259,28,256
279,384,278,380
308,199,307,196
269,171,268,168
269,527,268,518
254,98,253,97
253,95,252,94
320,1081,319,1050
13,716,12,702
110,28,109,27
91,64,90,63
122,423,121,419
163,97,162,96
301,88,300,87
293,64,292,63
378,451,377,442
331,305,330,302
49,657,48,644
151,660,150,647
109,183,108,180
320,90,319,89
160,123,159,120
313,423,312,419
197,258,196,255
271,739,270,725
126,243,125,240
15,476,14,467
334,7,333,6
6,238,5,235
378,972,377,944
256,9,255,8
387,381,386,377
7,589,6,579
37,597,36,586
95,142,94,139
393,12,392,11
201,156,200,153
146,302,145,299
13,317,12,313
314,64,313,63
85,425,84,420
381,652,380,639
199,276,198,273
279,80,278,79
180,694,179,680
6,81,5,80
7,501,6,492
399,459,398,450
393,953,392,926
378,1134,377,1099
213,628,212,615
353,286,352,283
144,216,143,213
331,811,330,793
62,176,61,173
378,302,377,299
87,515,86,506
128,136,127,133
320,869,319,846
403,111,402,108
405,56,404,55
307,511,306,502
101,284,100,281
141,117,140,114
194,588,193,578
280,1459,279,1338
379,391,378,387
303,1226,302,1183
198,654,197,641
389,496,388,487
147,690,146,676
239,558,238,548
342,4,341,3
380,709,379,695
88,690,87,676
251,249,250,246
325,492,324,483
315,269,314,266
303,1021,302,991
343,919,342,892
22,648,21,635
310,251,309,248
213,281,212,278
214,238,213,235
303,55,302,54
385,1536,384,1393
297,269,296,266
46,1024,45,994
367,665,366,652
308,498,307,489
7,207,6,204
264,210,263,207
267,88,266,87
329,272,328,269
85,1137,84,1102
326,443,325,434
222,202,221,199
367,436,366,431
378,304,377,301
381,694,380,680
332,342,331,338
256,226,255,223
357,819,356,801
117,772,116,758
345,93,344,92
141,328,140,324
344,12,343,11
169,604,168,591
389,792,388,775
77,89,76,88
10,176,9,173
224,655,223,642
365,275,364,272
214,12,213,11
230,186,229,183
354,382,353,378
326,445,325,436
315,48,314,47
259,98,258,97
244,217,243,214
175,483,174,474
373,117,372,114
274,277,273,274
312,180,311,177
394,568,393,558
95,622,94,609
291,715,290,701
144,191,143,188
234,499,233,490
352,181,351,178
16,693,15,679
311,43,310,42
48,195,47,192
44,474,43,465
145,685,144,671
314,288,313,285
305,134,304,131
344,433,343,428
321,497,320,488
97,429,96,424
299,285,298,282
130,322,129,318
397,108,396,105
15,471,14,462
70,89,69,88
64,156,63,153
102,50,101,49
342,584,341,574
131,302,130,299
344,9,343,8
393,596,392,585
14,275,13,272
112,300,111,297
280,538,279,529
363,144,362,141
83,663,82,650
70,169,69,166
383,474,382,465
313,501,312,492
308,79,307,78
6,208,5,205
249,634,248,621
308,589,307,579
214,195,213,192
59,118,58,115
270,217,269,214
354,962,353,934
227,7,226,6
294,350,293,346
174,14,173,13
298,71,297,70
279,654,278,641
292,234,291,231
13,290,12,287
392,1143,391,1108
381,216,380,213
207,59,206,58
237,199,236,196
274,83,273,82
239,1203,238,1161
387,82,386,81
234,289,233,286
273,319,272,315
201,176,200,173
286,289,285,286
175,9,174,8
296,475,295,466
62,180,61,177
343,8,342,7
262,191,261,188
210,211,209,208
230,443,229,434
303,531,302,522
320,123,319,120
303,705,302,691
151,160,150,157
385,337,384,333
373,102,372,101
151,64,150,63
313,199,312,196
208,523,207,514
194,98,193,97
292,207,291,204
231,121,230,118
373,451,372,442
328,515,327,506
285,276,284,273
378,527,377,518
176,240,175,237
339,607,338,594
365,321,364,317
42,280,41,277
59,431,58,426
344,248,343,245
299,702,298,688
230,432,229,427
23,13,22,12
267,824,266,806
49,514,48,505
286,554,285,544
264,443,263,434
59,527,58,518
345,283,344,280
195,304,194,301
151,287,150,284
321,199,320,196
308,1404,307,1303
367,100,366,99
96,1232,95,1188
312,604,311,591
387,168,386,165
41,174,40,171
164,323,163,319
174,293,173,290
95,445,94,436
396,1025,395,995
76,1007,75,977
392,492,391,483
213,193,212,190
308,806,307,788
43,153,42,150
48,132,47,129
256,51,255,50
345,284,344,281
308,463,307,454
184,137,183,134
11,752,10,738
38,82,37,81
9,507,8,498
200,768,199,754
368,17,367,16
209,50,208,49
337,135,336,132
342,32,341,31
383,321,382,317
130,358,129,354
316,9,315,8
251,15,250,14
250,129,249,126
286,404,285,400
339,228,338,225
135,325,134,321
315,709,314,695
194,12,193,11
361,14,360,13
320,54,319,53
204,45,203,44
233,313,232,310
244,135,243,132
231,748,230,734
344,228,343,225
399,924,398,897
109,172,108,169
18,423,17,419
249,202,248,199
177,100,176,99
59,640,58,627
327,494,326,485
230,291,229,288
394,174,393,171
208,435,207,430
303,778,302,763
384,355,383,351
293,435,292,430
379,176,378,173
368,320,367,316
348,406,347,402
94,234,93,231
83,1028,82,998
83,106,82,103
270,275,269,272
378,276,377,273
393,278,392,275
85,213,84,210
406,48,405,47
200,840,199,821
343,88,342,87
303,558,302,548
125,194,124,191
361,185,360,182
334,153,333,150
296,124,295,121
290,22,289,21
334,515,333,506
392,165,391,162
160,463,159,454
150,628,149,615
325,152,324,149
106,22,105,21
30,294,29,291
257,1462,256,1339
249,235,248,232
232,202,231,199
216,1161,215,1123
232,272,231,269
401,638,400,625
334,285,333,282
323,508,322,499
296,963,295,935
60,216,59,213
379,735,378,721
360,242,359,239
115,82,114,81
402,111,401,108
342,1128,341,1093
234,242,233,239
279,1271,278,1218
59,846,58,827
222,12,221,11
380,59,379,58
234,502,233,493
354,904,353,880
13,694,12,680
371,55,370,54
379,230,378,227
276,317,275,313
128,209,127,206
405,521,404,512
59,506,58,497
103,50,102,49
13,624,12,611
148,507,147,498
144,19,143,18
380,732,379,718
406,479,405,470
75,290,74,287
71,276,70,273
392,23,391,22
43,95,42,94
18,485,17,476
135,475,134,466
12,381,11,377
18,64,17,63
280,586,279,576
318,485,317,476
115,475,114,466
84,222,83,219
171,302,170,299
176,1012,175,982
392,293,391,290
59,708,58,694
99,12,98,11
347,222,346,219
58,1019,57,989
85,502,84,493
18,99,17,98
207,194,206,191
16,51,15,50
334,684,333,670
313,194,312,191
121,294,120,291
287,248,286,245
117,628,116,615
389,378,388,374
327,806,326,788
225,492,224,483
160,1223,159,1180
233,1194,232,1152
299,135,298,132
346,518,345,509
312,205,311,202
348,472,347,463
200,929,199,902
399,196,398,193
7,393,6,389
13,270,12,267
214,216,213,213
238,121,237,118
178,510,177,501
23,209,22,206
201,302,200,299
200,802,199,785
389,836,388,817
391,56,390,55
151,87,150,86
313,64,312,63
393,265,392,262
109,294,108,291
279,208,278,205
276,427,275,422
144,956,143,929
103,471,102,462
366,436,365,431
276,14,275,13
393,136,392,133
298,197,297,194
135,744,134,730
275,28,274,27
119,1086,118,1053
250,357,249,353
250,23,249,22
346,210,345,207
311,329,310,325
389,504,388,495
157,1302,156,1244
147,345,146,341
115,89,114,88
232,461,231,452
323,713,322,699
328,245,327,242
117,56,116,55
7,542,6,533
125,1,124,0
37,195,36,192
234,523,233,514
187,196,186,193
308,611,307,598
287,268,286,265
354,47,353,46
354,149,353,146
378,54,377,53
314,578,313,568
192,302,191,299
379,480,378,471
225,1443,224,1326
379,98,378,97
186,939,185,912
294,1007,293,977
402,255,401,252
92,463,91,454
235,197,234,194
38,252,37,249
174,276,173,273
91,484,90,475
354,213,353,210
130,33,129,32
308,181,307,178
293,414,292,410
345,660,344,647
48,172,47,169
1,250,0,247
174,949,173,922
148,163,147,160
379,135,378,132
370,209,369,206
244,72,243,71
214,32,213,31
383,641,382,628
60,659,59,646
188,392,187,388
244,209,243,206
307,515,306,506
249,24,248,23
46,327,45,323
308,466,307,457
284,286,283,283
237,513,236,504
348,245,347,242
392,179,391,176
363,746,362,732
40,333,39,329
65,48,64,47
6,486,5,477
56,201,55,198
239,701,238,687
139,246,138,243
342,483,341,474
7,404,6,400
313,69,312,68
215,185,214,182
343,654,342,641
347,291,346,288
138,519,137,510
249,271,248,268
174,197,173,194
227,19,226,18
286,1,285,0
192,257,191,254
374,216,373,213
7,630,6,617
83,1,82,0
393,31,392,30
361,12,360,11
104,751,103,737
10,435,9,430
256,864,255,841
130,286,129,283
235,188,234,185
295,318,294,314
10,706,9,692
279,121,278,118
370,12,369,11
193,553,192,543
117,886,116,863
405,210,404,207
90,17,89,16
266,313,265,310
95,568,94,558
64,215,63,212
373,485,372,476
274,319,273,315
354,736,353,722
289,685,288,671
308,742,307,728
188,632,187,619
326,205,325,202
360,663,359,650
313,665,312,652
220,286,219,283
239,1056,238,1026
87,183,86,180
286,57,285,56
25,427,24,422
292,300,291,297
332,879,331,856
295,1028,294,998
342,100,341,99
58,61,57,60
346,684,345,670
269,1065,268,1035
236,614,235,601
389,98,388,97
355,336,354,332
392,276,391,273
315,508,314,499
336,154,335,151
327,921,326,894
292,194,291,191
210,182,209,179
320,97,319,96
339,770,338,756
13,196,12,193
286,195,285,192
165,332,164,328
244,631,243,618
56,216,55,213
395,172,394,169
221,231,220,228
164,333,163,329
276,471,275,462
354,705,353,691
380,22,379,21
383,425,382,420
303,201,302,198
152,151,151,148
342,523,341,514
188,216,187,213
393,686,392,672
139,508,138,499
308,238,307,235
268,183,267,180
226,28,225,27
109,318,108,314
398,199,397,196
374,815,373,797
318,237,317,234
363,1019,362,989
279,117,278,114
62,664,61,651
1,91,0,90
198,197,197,194
405,692,404,678
301,96,300,95
296,204,295,201
288,64,287,63
90,964,89,936
276,806,275,788
345,246,344,243
387,461,386,452
22,118,21,115
363,346,362,342
221,1012,220,982
72,96,71,95
258,873,257,850
379,522,378,513
148,7,147,6
312,593,311,583
16,318,15,314
184,642,183,629
124,550,123,540
81,282,80,279
330,1028,329,998
370,238,369,235
85,443,84,434
248,324,247,320
402,480,401,471
265,410,264,406
399,742,398,728
256,188,255,185
274,713,273,699
389,492,388,483
336,67,335,66
70,197,69,194
392,319,391,315
231,405,230,401
62,1074,61,1044
313,134,312,131
389,100,388,99
160,24,159,23
58,228,57,225
158,636,157,623
378,88,377,87
83,117,82,114
199,285,198,282
381,13,380,12
81,595,80,584
407,433,406,428
56,294,55,291
393,836,392,817
160,693,159,679
85,528,84,519
311,15,310,14
118,528,117,519
405,186,404,183
360,251,359,248
243,511,242,502
118,218,117,215
409,65,408,64
97,79,96,78
330,692,329,678
201,670,200,657
52,845,51,826
322,12,321,11
314,237,313,234
379,417,378,413
328,423,327,419
12,402,11,398
312,705,311,691
250,1161,249,1123
249,55,248,54
145,763,144,749
321,198,320,195
28,568,27,558
315,238,314,235
195,651,194,638
119,182,118,179
5,385,4,381
79,740,78,726
226,24,225,23
91,174,90,171
345,724,344,710
158,82,157,81
407,205,406,202
60,197,59,194
372,441,371,433
86,327,85,323
16,161,15,158
121,631,120,618
234,1020,233,990
214,483,213,474
398,423,397,419
297,209,296,206
279,224,278,221
352,234,351,231
372,874,371,851
359,273,358,270
263,186,262,183
308,455,307,446
130,176,129,173
389,479,388,470
389,194,388,191
130,28,129,27
354,929,353,902
238,458,237,449
313,521,312,512
388,5,387,4
232,98,231,97
276,210,275,207
92,135,91,132
189,268,188,265
330,200,329,197
328,289,327,286
294,260,293,257
406,962,405,934
175,215,174,212
405,11,404,10
200,183,199,180
200,8,199,7
299,778,298,763
282,294,281,291
332,1244,331,1199
269,238,268,235
372,547,371,537
119,550,118,540
130,174,129,171
292,144,291,141
374,127,373,124
43,402,42,398
269,1101,268,1066
65,211,64,208
130,443,129,434
7,396,6,392
37,11,36,10
308,1021,307,991
222,204,221,201
185,86,184,85
215,432,214,427
8,689,7,675
40,345,39,341
234,193,233,190
6,59,5,58
130,226,129,223
345,100,344,99
374,279,373,276
385,1071,384,1041
184,1396,183,1295
291,218,290,215
7,205,6,202
301,1,300,0
35,259,34,256
363,196,362,193
213,180,212,177
230,276,229,273
276,68,275,67
27,370,26,366
112,312,111,309
301,173,300,170
315,12,314,11
389,414,388,410
183,159,182,156
279,940,278,913
194,526,193,517
295,1170,294,1129
102,101,101,100
184,1398,183,1297
16,300,15,297
269,55,268,54
